INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,SHOOTING
418,3115,Investigate Person,D14,938,2017,8,Tuesday,24,Part Three,FIDELIS WAY,N
419,3201,Property Lost,B2,604,2017,12,Sunday,24,Part Three,SACHEM ST,N
420,3201,Property Lost,B2,306,2017,6,Monday,14,Part Three,WALNUT AVE,N
421,1102,Fraud,C11,355,2017,6,Sunday,24,Part Two,GIBSON ST,N
422,802,Simple Assault,C6,216,2017,9,Friday,12,Part Two,DORCHESTER ST,N
423,3201,Property Lost,E18,940,2017,12,Monday,15,Part Three,BOW ST,N
424,724,Auto Theft,D4,903,2017,12,Saturday,7,Part One,TROTTER CT,N
425,1107,Fraud,A1,67,2017,10,Friday,18,Part Two,S RUSSELL ST,N
426,2647,Other,D14,797,2017,11,Tuesday,13,Part Two,BUICK ST,N
427,616,Larceny,D4,625,2017,11,Wednesday,24,Part One,QUEENSBERRY ST,N
428,1102,Fraud,C11,375,2017,10,Thursday,12,Part Two,HOLBROOK AVE,N
429,3831,Motor Vehicle Accident Response,C11,356,2017,8,Tuesday,24,Part Three,FAULKNER ST,N
430,1402,Vandalism,C11,356,2017,8,Tuesday,24,Part Two,FAULKNER ST,N
431,2629,Harassment,C11,356,2017,8,Tuesday,24,Part Two,FAULKNER ST,N
432,2629,Harassment,D4,903,2017,6,Thursday,24,Part Two,DITMUS CT,N
433,522,Residential Burglary,D14,775,2017,10,Sunday,24,Part One,WALLINGFORD RD,N
434,1107,Fraud,C11,253,2017,11,Monday,24,Part Two,EVERETT ST,N
435,2629,Harassment,A1,124,2017,5,Monday,24,Part Two,HARRISON AVE,N
436,3201,Property Lost,B2,293,2017,5,Monday,12,Part Three,LOGAN ST,N
437,3115,Investigate Person,, ,2017,5,Friday,24,Part Three,ATLANTIC,N
438,3114,Investigate Property,A1,91,2017,11,Friday,24,Part Three,ATLANTIC AVE,N
439,2629,Harassment,D4,903,2017,3,Friday,24,Part Two,DITMUS CT,N
440,2647,Other,E18,525,2017,1,Sunday,24,Part Two,RILEY RD,N
441,1102,Fraud,C6,915,2017,6,Friday,8,Part Two,E EIGHTH ST,N
442,2629,Harassment,E13,307,2017,8,Wednesday,9,Part Two,WALNUT PARK,N
443,3201,Property Lost,B3,418,2017,12,Monday,17,Part Three,SELDEN ST,N
444,2629,Harassment,A7,33,2017,7,Saturday,8,Part Two,EVERETT ST,N
445,3802,Motor Vehicle Accident Response,D4,147,2017,11,Tuesday,8,Part Three,COLUMBUS AVE,N
446,2629,Harassment,D4,905,2017,11,Wednesday,24,Part Two,E BROOKLINE ST,N
447,1102,Fraud,D14,774,2017,10,Sunday,24,Part Two,COMMONWEALTH AVE,N
448,3208,Property Lost,E18,520,2017,6,Thursday,16,Part Three,HARVARD AVE,N
449,3115,Investigate Person,E13,906,2017,10,Tuesday,12,Part Three,HEATH ST,N
450,3114,Investigate Property,C11,368,2017,5,Sunday,11,Part Three,TRAIN ST,N
451,3115,Investigate Person,C11,368,2017,5,Sunday,11,Part Three,TRAIN ST,N
452,2629,Harassment,D4,129,2017,5,Monday,11,Part Two,BERKELEY ST,N
453,3208,Property Lost,A15,43,2017,5,Monday,12,Part Three,OLD IRONSIDES WAY,N
454,1107,Fraud,C11,257,2017,9,Friday,24,Part Two,SAWYER AVE,N
455,3115,Investigate Person,, ,2017,9,Friday,9,Part Three,GOODALE,N
456,2629,Harassment,A15,50,2017,2,Thursday,17,Part Two,RUTHERFORD AVE,N
457,3205,License Plate Related Incidents,A7,11,2017,12,Wednesday,8,Part Three,WILLIAM F MCCLELLAN HWY,N
458,1102,Fraud,D4,274,2017,8,Monday,13,Part Two,TREMONT ST,N
459,3114,Investigate Property,D14,793,2017,11,Wednesday,13,Part Three,COMMONWEALTH AVE,N
460,3110,Police Service Incidents,E5,710,2017,9,Friday,13,Part Three,CAROL CIR,N
461,3110,Police Service Incidents,E5,710,2017,12,Friday,24,Part Three,CAROL CIR,N
462,2629,Harassment,B2,601,2017,6,Thursday,9,Part Two,TREMONT ST,N
463,3115,Investigate Person,E18,548,2017,11,Tuesday,9,Part Three,BATEMAN ST,N
464,2647,Other,B3,432,2017,10,Friday,12,Part Two,WOODROW AVE,N
465,616,Larceny,A1,65,2017,11,Wednesday,24,Part One,STANIFORD ST,N
466,2647,Other,D4,626,2017,12,Friday,1,Part Two,PETERBOROUGH ST,N
467,619,Larceny,A1,73,2017,6,Thursday,12,Part One,PEMBERTON SQ,N
468,3208,Property Lost,B2,295,2017,4,Saturday,24,Part Three,WALNUT AVE,N
469,3501,Missing Person Reported,D4,271,2017,10,Sunday,24,Part Three,HARRISON AVE,N
470,617,Larceny,C11,373,2017,12,Sunday,15,Part One,FREEPORT ST,N
471,3501,Missing Person Reported,E18,484,2017,12,Friday,18,Part Three,BELNEL RD,N
472,2629,Harassment,C6,914,2017,1,Sunday,8,Part Two,GENERAL LAWRENCE J LOGAN ,N
473,2647,Other,C6,914,2017,1,Sunday,8,Part Two,GENERAL LAWRENCE J LOGAN ,N
474,1102,Fraud,A1,63,2017,12,Friday,7,Part Two,HAWTHORNE PL,N
475,1102,Fraud,D4,154,2017,2,Thursday,11,Part Two,TREMONT ST,N
476,3201,Property Lost,C6,214,2017,12,Friday,8,Part Three,BOWEN ST,N
477,413,Aggravated Assault,B2,315,2018,1,Thursday,19,Part One,WAUMBECK ST,Y
478,802,Simple Assault,D4,624,2017,12,Thursday,23,Part Two,LANSDOWNE ST,N
479,2629,Harassment,E5,709,2017,11,Friday,24,Part Two,SAINT THERESA AVE,N
480,3201,Property Lost,C11,340,2017,8,Tuesday,19,Part Three,MOUNT IDA RD,N
481,614,Larceny From Motor Vehicle,B2,310,2017,12,Monday,13,Part One,MARTIN LUTHER KING JR BLV,N
482,1102,Fraud,C11,356,2017,10,Friday,14,Part Two,GENEVA AVE,N
483,3201,Property Lost,B2,326,2017,11,Wednesday,12,Part Three,FAYSTON ST,N
484,1102,Fraud,E18,495,2017,2,Saturday,12,Part Two,ARLINGTON ST,N
485,3201,Property Lost,D4,625,2017,9,Friday,14,Part Three,QUEENSBERRY ST,N
486,1102,Fraud,C11,250,2017,9,Friday,13,Part Two,SAVIN HILL AVE,N
487,619,Larceny,E18,542,2017,10,Thursday,12,Part One,BUSINESS ST,N
488,3201,Property Lost,B2,328,2017,6,Thursday,13,Part Three,INTERVALE ST,N
489,1102,Fraud,E13,509,2017,12,Wednesday,24,Part Two,WENHAM ST,N
490,3114,Investigate Property,D4,272,2017,12,Thursday,24,Part Three,WASHINGTON ST,N
491,3801,Motor Vehicle Accident Response,E5,687,2017,12,Saturday,9,Part Three,BRADWOOD ST,N
492,1102,Fraud,A1,66,2017,11,Monday,17,Part Two,CHARLES ST,N
493,804,Simple Assault,C6,915,2017,12,Thursday,14,Part Two,GENERAL JOZEF PILSUDSKI W,N
494,1102,Fraud,A1,90,2017,4,Monday,24,Part Two,ATLANTIC AVE,N
495,1201,Embezzlement,A1,90,2017,4,Monday,24,Part Two,ATLANTIC AVE,N
496,1102,Fraud,E5,561,2017,12,Tuesday,18,Part Two,GARDENSIDE ST,N
497,3115,Investigate Person,E5,664,2017,8,Tuesday,7,Part Three,WASHINGTON ST,N
498,1402,Vandalism,D4,272,2017,12,Friday,15,Part Two,NEWCOMB ST,N
499,1102,Fraud,D14,792,2017,9,Sunday,24,Part Two,COMMONWEALTH CT,N
500,423,Aggravated Assault,E18,534,2017,10,Monday,2,Part One,SOLARIS RD,N
501,2647,Other,E18,534,2017,10,Monday,2,Part Two,SOLARIS RD,N
502,3207,Property Found,B2,289,2017,11,Monday,24,Part Three,SCHROEDER PLZ,N
503,2629,Harassment,D14,756,2017,12,Monday,7,Part Two,BURTON ST,N
504,1102,Fraud,D4,161,2017,6,Friday,24,Part Two,VILLAGE CT,N
505,3201,Property Lost,D14,756,2017,6,Thursday,7,Part Three,CHAMPNEY ST,N
506,724,Auto Theft,C11,246,2017,9,Saturday,19,Part One,SUDAN ST,N
507,3201,Property Lost,A7,23,2017,11,Thursday,14,Part Three,MARION ST,N
508,1106,Confidence Games,A1,78,2017,7,Thursday,24,Part Two,UNION ST,N
509,1102,Fraud,B3,443,2017,7,Thursday,24,Part Two,WARNER ST,N
510,3208,Property Lost,E5,660,2017,11,Friday,24,Part Three,VFW PKWY,N
511,3201,Property Lost,B2,289,2017,12,Friday,12,Part Three,TREMONT ST,N
512,2629,Harassment,D4,131,2017,11,Wednesday,13,Part Two,BEACON ST,N
513,1102,Fraud,C11,350,2017,12,Friday,12,Part Two,DUNCAN ST,N
514,301,Robbery,D4, ,2017,5,Friday,21,Part One,,N
515,2629,Harassment,D14,938,2017,11,Thursday,24,Part Two,FIDELIS WAY,N
516,2629,Harassment,C6,202,2017,12,Thursday,24,Part Two,D ST,N
517,3114,Investigate Property,D4,620,2017,7,Saturday,24,Part Three,NORWAY ST,N
518,3201,Property Lost,D4,273,2017,9,Thursday,13,Part Three,NORTHAMPTON ST,N
519,617,Larceny,C6,200,2017,12,Thursday,8,Part One,W BROADWAY,N
520,2623,Other,D14,797,2017,9,Friday,17,Part Two,COMMONWEALTH AVE,N
521,1108,Fraud,C11,396,2017,5,Monday,24,Part Two,WELLES AVE,N
522,1102,Fraud,B2,327,2017,7,Saturday,24,Part Two,QUINCY ST,N
523,1107,Fraud,A15,45,2017,9,Friday,8,Part Two,MYSTIC ST,N
524,1001,Counterfeiting,E13,948,2017,12,Thursday,24,Part Two,AMORY ST,N
525,617,Larceny,D4,132,2017,12,Tuesday,13,Part One,MARLBOROUGH ST,N
526,1106,Confidence Games,B2,264,2017,3,Sunday,24,Part Two,W COTTAGE ST,N
527,802,Simple Assault,C6,936,2017,12,Friday,19,Part Two,ORTON-MAROTTA WAY,N
528,706,Auto Theft,A7,15,2017,10,Sunday,12,Part One,FRANKFORT ST,N
529,617,Larceny,C6,207,2017,11,Sunday,21,Part One,MARINA PARK DR,N
530,1102,Fraud,D4,627,2017,10,Sunday,9,Part Two,PETERBOROUGH ST,N
531,3208,Property Lost,D4,903,2017,10,Friday,14,Part Three,TROTTER CT,N
532,1300,Recovered Stolen Property,C11,254,2017,12,Sunday,12,Part Two,AUCKLAND ST,N
533,3201,Property Lost,B2,587,2017,7,Friday,12,Part Three,TREMONT ST,N
534,3115,Investigate Person,E13,912,2017,9,Friday,19,Part Three,CENTRE ST,Y
535,1102,Fraud,D14,759,2017,12,Thursday,16,Part Two,PERTHSHIRE RD,N
536,2007,Restraining Order Violations,A7,28,2017,3,Thursday,9,Part Two,MERIDIAN ST,N
537,2647,Other,A7,28,2017,3,Thursday,9,Part Two,MERIDIAN ST,N
538,3201,Property Lost,C11,366,2017,9,Monday,23,Part Three,SHEPTON ST,N
539,1201,Embezzlement,D4,142,2017,8,Thursday,9,Part Two,NEWBURY ST,N
540,1001,Counterfeiting,A15,41,2017,6,Thursday,15,Part Two,VINE ST,N
541,3114,Investigate Property,D4,273,2017,12,Friday,11,Part Three,NORTHAMPTON ST,N
542,2629,Harassment,D4,270,2017,9,Monday,24,Part Two,HARRISON AVE,N
543,3115,Investigate Person,D4,270,2017,9,Monday,24,Part Three,HARRISON AVE,N
544,1102,Fraud,A1,115,2017,1,Sunday,9,Part Two,SOUTH ST,N
545,1107,Fraud,B2,311,2017,10,Sunday,11,Part Two,WARREN ST,N
546,3106,Property Related Damage,E5,563,2017,12,Sunday,5,Part Three,WASHINGTON ST,N
547,3201,Property Lost,B3,466,2017,9,Tuesday,14,Part Three,OUTLOOK RD,N
548,619,Larceny,B2,332,2017,12,Thursday,13,Part One,COLUMBIA RD,N
549,1109,Fraud,B2,593,2017,12,Friday,14,Part Two,HUNTINGTON AVE,N
550,619,Larceny,B2,320,2017,12,Wednesday,24,Part One,HARTWELL ST,N
551,802,Simple Assault,A1,61,2017,10,Saturday,24,Part Two,LEGENDS WAY,N
552,3125,Warrant Arrests,E5,685,2017,9,Sunday,22,Part Three,MENDELSSOHN ST,N
553,423,Aggravated Assault,E5,685,2017,9,Sunday,22,Part One,MENDELSSOHN ST,N
554,1504,Other,E5,685,2017,9,Sunday,22,Part Two,MENDELSSOHN ST,N
555,1106,Confidence Games,, ,2017,11,Tuesday,13,Part Two,CLARE,N
556,1102,Fraud,B3,450,2017,3,Monday,11,Part Two,WHITFIELD ST,N
557,617,Larceny,A1,115,2017,6,Thursday,12,Part One,SOUTH ST,N
558,1102,Fraud,A1,92,2017,10,Tuesday,7,Part Two,COURT ST,N
559,613,Larceny,D4,129,2017,9,Sunday,14,Part One,BOYLSTON ST,N
560,2629,Harassment,D4,167,2017,7,Saturday,22,Part Two,E CANTON ST,N
561,3201,Property Lost,E18,537,2017,12,Sunday,12,Part Three,KOVEY RD,N
562,3207,Property Found,D14,796,2017,3,Wednesday,24,Part Three,CHESTER ST,N
563,3208,Property Lost,E18,553,2017,2,Wednesday,14,Part Three,LITTLEDALE ST,N
564,3115,Investigate Person,C11,403,2017,12,Saturday,3,Part Three,FULLER ST,N
565,3201,Property Lost,B3,429,2017,8,Tuesday,24,Part Three,WILDWOOD ST,N
566,3115,Investigate Person,C11,459,2017,8,Tuesday,9,Part Three,WASHINGTON ST,N
567,3201,Property Lost,B3,426,2017,11,Wednesday,18,Part Three,BLUE HILL AVE,N
568,1102,Fraud,D14,793,2017,10,Sunday,24,Part Two,HARVARD AVE,N
569,1107,Fraud,B2,281,2017,11,Wednesday,24,Part Two,WARREN ST,N
570,3201,Property Lost,B3,463,2017,8,Friday,17,Part Three,CALDER ST,N
571,1102,Fraud,D4,156,2017,5,Monday,9,Part Two,MASSACHUSETTS AVE,N
572,1109,Fraud,A1,77,2017,7,Friday,13,Part Two,NEW SUDBURY ST,N
573,3501,Missing Person Reported,C6,175,2017,11,Saturday,24,Part Three,SOUTHAMPTON ST,N
574,3502,Missing Person Located,C6,175,2017,11,Saturday,24,Part Three,SOUTHAMPTON ST,N
575,1109,Fraud,B2,329,2017,3,Friday,12,Part Two,BLUE HILL AVE,N
576,1107,Fraud,A1,117,2017,8,Tuesday,17,Part Two,WASHINGTON ST,N
577,3114,Investigate Property,A7,29,2017,6,Thursday,8,Part Three,MAVERICK ST,N
578,3115,Investigate Person,D14,795,2017,3,Thursday,23,Part Three,COMMONWEALTH AVE,N
579,1102,Fraud,D4,145,2017,8,Tuesday,24,Part Two,BLACKWOOD ST,N
580,1102,Fraud,A1,111,2017,12,Thursday,12,Part Two,TREMONT ST,N
581,1102,Fraud,D14,796,2017,11,Friday,12,Part Two,HARVARD AVE,N
582,619,Larceny,C6,195,2017,10,Sunday,8,Part One,D ST,N
583,619,Larceny,C6,195,2017,10,Sunday,8,Part One,D ST,N
584,619,Larceny,C6,195,2017,10,Sunday,8,Part One,D ST,N
585,619,Larceny,C6,195,2017,10,Sunday,8,Part One,D ST,N
586,619,Larceny,C6,195,2017,10,Sunday,8,Part One,D ST,N
587,619,Larceny,C6,195,2017,10,Sunday,8,Part One,D ST,N
588,1107,Fraud,B2,182,2017,10,Friday,24,Part Two,SHIRLEY ST,N
589,1106,Confidence Games,D14,794,2017,12,Saturday,12,Part Two,BRIGHTON AVE,N
590,1106,Confidence Games,A15,58,2017,6,Friday,12,Part Two,AUSTIN ST,N
591,2660,Other,D4,618,2017,11,Wednesday,24,Part Two,FENWAY,N
592,2647,Other,E13,906,2017,9,Friday,9,Part Two,PLANT CT,N
593,1102,Fraud,B2,911,2017,3,Sunday,14,Part Two,ANNUNCIATION RD,N
594,3201,Property Lost,E18,531,2017,10,Sunday,12,Part Three,BUCKINGHAM ST,N
595,1102,Fraud,D14,750,2017,9,Friday,24,Part Two,ANSELM TER,N
596,3201,Property Lost,C6,207,2017,9,Saturday,16,Part Three,NORTHERN AVE,N
597,3201,Property Lost,A7,29,2017,12,Monday,16,Part Three,MAVERICK SQ,N
598,1102,Fraud,D4,621,2017,4,Saturday,24,Part Two,COMMONWEALTH AVE,N
599,1102,Fraud,C11,344,2017,11,Wednesday,24,Part Two,OAKLEY ST,N
600,3301,Verbal Disputes,B3,428,2018,7,Tuesday,24,Part Three,BLUE HILL AVE,N
601,3114,Investigate Property,E18,481,2018,7,Tuesday,21,Part Three,ROCKDALE ST,N
602,619,Larceny,B2,182,2018,7,Tuesday,21,Part One,BATCHELDER ST,N
603,617,Larceny,E5,714,2018,7,Tuesday,18,Part One,VOGEL ST,N
604,3410,Towed,C6,211,2018,7,Tuesday,24,Part Three,W THIRD ST,N
605,3201,Property Lost,C6,186,2018,7,Tuesday,21,Part Three,ALLSTATE RD,N
